disease,fever,headache,cough,fatigue,nausea,vomiting,sore_throat,body_pain,stomach_pain,chest_pain,shortness_of_breath,dizziness,joint_pain,skin_rash,runny_nose,chills,abdominal_pain,loss_of_appetite,diarrhea,muscle_pain
Gastroenteritis,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Gastroenteritis,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
Gastroenteritis,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Gastroenteritis,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0
Gastroenteritis,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1
Gastroenteritis,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0
Gastroenteritis,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0
Gastroenteritis,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Gastroenteritis,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Gastroenteritis,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0
Gastroenteritis,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Gastroenteritis,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
Gastroenteritis,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Gastroenteritis,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0
Gastroenteritis,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Gastroenteritis,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Gastroenteritis,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0
Gastroenteritis,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Gastroenteritis,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
Gastroenteritis,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Gastroenteritis,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0
Gastroenteritis,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Gastroenteritis,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0
Gastroenteritis,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0
Gastroenteritis,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1
Gastroenteritis,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Gastroenteritis,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
Gastroenteritis,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0
Gastroenteritis,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Gastroenteritis,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0
Gastroenteritis,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
Gastroenteritis,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Gastroenteritis,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
Gastroenteritis,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
Gastroenteritis,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Gastroenteritis,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1
Gastroenteritis,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Gastroenteritis,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0
Gastroenteritis,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0
Gastroenteritis,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0
Gastroenteritis,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0
Gastroenteritis,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Gastroenteritis,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0
Gastroenteritis,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0
Gastroenteritis,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0
Gastroenteritis,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
Gastroenteritis,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
Gastroenteritis,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0
Gastroenteritis,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0
Gastroenteritis,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Gastroenteritis,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
Gastroenteritis,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1
Gastroenteritis,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0
Gastroenteritis,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Gastroenteritis,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Gastroenteritis,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
Gastroenteritis,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0
Gastroenteritis,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Gastroenteritis,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
Gastroenteritis,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0
Gastroenteritis,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Gastroenteritis,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
Gastroenteritis,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0
Gastroenteritis,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0
Gastroenteritis,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
Gastroenteritis,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
Gastroenteritis,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1
Gastroenteritis,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
Gastroenteritis,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Gastroenteritis,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Gastroenteritis,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Gastroenteritis,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Gastroenteritis,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0
Gastroenteritis,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Gastroenteritis,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Gastroenteritis,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1
Gastroenteritis,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0
Gastroenteritis,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0
Gastroenteritis,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0
Gastroenteritis,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
Gastroenteritis,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Gastroenteritis,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1
Gastroenteritis,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1
Gastroenteritis,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Gastroenteritis,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
Gastroenteritis,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Gastroenteritis,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1
Gastroenteritis,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0
Gastroenteritis,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Gastroenteritis,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
Gastroenteritis,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
Gastroenteritis,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
Gastroenteritis,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
Gastroenteritis,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
Gastroenteritis,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Gastroenteritis,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
Gastroenteritis,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
Gastroenteritis,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
Gastroenteritis,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gastroenteritis,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Gastroenteritis,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Gastroenteritis,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
Gastroenteritis,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
Gastroenteritis,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Gastroenteritis,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
Gastroenteritis,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0
Gastroenteritis,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1
Gastroenteritis,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0
Gastroenteritis,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1
Gastroenteritis,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
Gastroenteritis,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Gastroenteritis,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Bronchitis,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
Bronchitis,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
Bronchitis,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1
Bronchitis,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
Bronchitis,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Bronchitis,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1
Bronchitis,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bronchitis,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Bronchitis,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Bronchitis,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Bronchitis,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Bronchitis,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Bronchitis,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
Bronchitis,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Bronchitis,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Bronchitis,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Bronchitis,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
Bronchitis,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Bronchitis,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Bronchitis,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
Bronchitis,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
Bronchitis,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0
Bronchitis,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Bronchitis,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
Bronchitis,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronchitis,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronchitis,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Bronchitis,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
Bronchitis,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
Bronchitis,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Bronchitis,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
Bronchitis,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
Bronchitis,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Bronchitis,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
Bronchitis,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
Bronchitis,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
Bronchitis,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Bronchitis,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
Bronchitis,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
Bronchitis,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Bronchitis,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Bronchitis,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Bronchitis,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Bronchitis,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bronchitis,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
Bronchitis,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1
Bronchitis,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Bronchitis,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
Bronchitis,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Bronchitis,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Bronchitis,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
Bronchitis,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0
Bronchitis,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Bronchitis,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
Bronchitis,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
Bronchitis,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
Bronchitis,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Bronchitis,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Bronchitis,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Bronchitis,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
Bronchitis,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Bronchitis,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
Bronchitis,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
Bronchitis,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Bronchitis,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
Bronchitis,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Bronchitis,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Bronchitis,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Bronchitis,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Bronchitis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Bronchitis,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Bronchitis,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Bronchitis,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Bronchitis,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Bronchitis,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Bronchitis,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Bronchitis,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bronchitis,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
Bronchitis,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
Bronchitis,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Bronchitis,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Bronchitis,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Bronchitis,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0
Bronchitis,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
Bronchitis,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Bronchitis,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronchitis,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Bronchitis,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0
Bronchitis,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
Bronchitis,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Bronchitis,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0
Bronchitis,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Bronchitis,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Bronchitis,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Bronchitis,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
Bronchitis,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Bronchitis,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
Bronchitis,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
Bronchitis,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
Bronchitis,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronchitis,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
Bronchitis,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Bronchitis,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
Bronchitis,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0
Bronchitis,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bronchitis,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Bronchitis,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Bronchitis,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronchitis,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Bronchitis,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Bronchitis,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Bronchitis,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
Bronchitis,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
Bronchitis,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
Bronchitis,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Bronchitis,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Bronchitis,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
Bronchitis,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Bronchitis,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronchitis,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
Bronchitis,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Bronchitis,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Bronchitis,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0
Bronchitis,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Bronchitis,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Bronchitis,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Bronchitis,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Bronchitis,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
Bronchitis,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronchitis,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
Bronchitis,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Bronchitis,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1
Bronchitis,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
Bronchitis,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
Bronchitis,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
Bronchitis,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0
Bronchitis,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1
Bronchitis,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
Bronchitis,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
Bronchitis,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Bronchitis,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
Bronchitis,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bronchitis,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
Bronchitis,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Bronchitis,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1
Bronchitis,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
Bronchitis,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bronchitis,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
